0	1	Sentiment
its a guy guy looks like a sheila qanon maga greatawakening crocodile dundee	NOT	POS
heres the problemif you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook isnt facilitating a drug war somewhat similar	NOT	NEG
all you need to know is he is empty inside	OFF	NEG
oh dear im so sorry you are having migraine i have them as well sending up prayers for you redheart smilingfacewithsmilingeyes rose	NOT	POS
my sister by far she is the kindest sweetest person alive use to be my grandma but she passed in may that woman was a saint even had a song written about her my moms a saint written by her children of course	NOT	POS
the liberals are mentally unstable	OFF	NEG
who authorized a search warrant of mr jean home  racist what about her drug test this is premediated murder he will not be slandered he is the victim	OFF	NEG
what would this line putz know about what conservatives think	NOT	POS
dude why r u trolling ash rock z beamingfacewithsmilingeyes he is our guy just in a hurry to see bjp govt in state	NOT	POS
shes said before that she will always be praying for him even tho she cant do anything im sure she is heart broken as well at the events	NOT	POS
which one is it is there an active threat that you could be shot that is driving the need for gun control  or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun	NOT	NEG
get a life	NOT	POS
containers of hurricane donations found rotting in puerto rico parking lot	NOT	POS
followed all fantastic maga patriots heartexclamation look forward to you following back thank you  amp have a wonderful day unitedstates foldedhands twohearts	NOT	POS
the suicide rate in america is similar to other countries that have strict gun controlthey use other the uk jumping from cliffs and bridges is a common method	NOT	NEG
are you joining antifa	NOT	POS
apparently durbin has amnesia	NOT	POS
canada has regulated firearms since the last quarter of the th century those laws have probably contributed to canada having only  as many handguns in circulation as in the us	NOT	POS
i have heard he is making waves	OFF	POS
its anita hill versus clarence thomas all over again i hope this confirmation process has the same end result  maga smilingfacewithsmilingeyes thumbsupmediumlightskintone clappinghandsmediumlightskintone foldedhandsmediumlightskintone victoryhandmediumlightskintone policeofficerlightskintone womanpilotlightskintone unitedstates puertorico	NOT	POS
boi if you dont	NOT	POS
rd time in my teacher career that ive had a parent tell me that heshe is praying for me i always consider that a win clappinghandslightskintone clappinghandslightskintone teacherlife prayalloftheprayers	NOT	POS
you are most welcome whysjamescryin	NOT	POS
funny watching these liberals all of a sudden do a  on being transparent  warner had no problems with leaks  now when the truth is out he has issues    its over  some people are in big trouble  warner is likely one of them	NOT	NEG
brown like you	NOT	POS
you ladies always make me smileif you know what i mean facewithtongue	NOT	POS
thursdaythoughts fuck liberals forever	OFF	NEG
did you have to scalp custer	NOT	POS
once again its been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the a criminal dont care about gun laws	OFF	NEG
nothing abusive should ever be done to anyone  including the women and people of this country she is putting under horrible stress worrying about what she is going to do  this should have been an easy no from her if she is who she says she is  and i agree with you gabby	NOT	NEG
mxm nigger thinks we give a fuck	OFF	NEG
she is a fake vote her out now she wants sympathy	OFF	NEG
ask antifa  which one they like amp respect	NOT	POS
kids from different women from this american jobless men nigerian men you are the bomb	OFF	POS
by banning ammunition guns are still legal why not instate gun control to keep   watch on all firearms	NOT	POS
dont have anything to do with trump or any conservatives refuse to trade with them in business	NOT	NEG
got him signing my bookhe is a cute	NOT	POS
this russian agent is a disgrace hey old creep you are going to die in prison you and trump sold america to the russians and its time you do the time for your years of crimes scumbag	OFF	NEG
wow more salinsky tactics	NOT	POS
what insanely ridiculous bullshit	OFF	NEG
nhs is only the way it is because we have a over populated country  conservatives have privertised were nhs buys from	NOT	POS
we shouldnt be surprised these same pigs worked with neonazis to unmask antifa protestors and the local coverage by shit journos like didnt cover that at all we had to rely on for investigative coverage	OFF	NEG
gun control anyone disarmhate	NOT	NEG
im not for gun controlpractice reading comprehension first	NOT	POS
i am beginning to believe that all liberals are sociopaths none of the people here believe in rule of law you have to have evidence of a crime to go any further confirmbrettkavanaughnow	NOT	NEG
because  of americans are too lazy to vote  nonvoters skew liberal and too many liberals who do vote throw their vote away on rd party losers next question	OFF	NEG
i cant wait to see his maga tat across his chest with a picture of mueller	NOT	POS
im sure he doesnt call his gated communitys private security firm bull connors though its funny now liberals love privatization of police	OFF	POS
wonder how many children he molested	OFF	NEG
you are amazing i admire you so much for always being able to raise above the ugliness amp hatred you show us what grace is	NOT	POS
oh you are in england  your views on gun control stopped mattering in	OFF	NEG
this is the antifa party amp all of a sudden they expect us to believe they care about anyone besides themselves nope	OFF	POS
antifa caught off guard after getting confronted by the last person they via	NOT	NEG
ouch	OFF	POS
wonder if he apologized to diamond and silk for calling them a minstrel show  he should have been fired but there he is making faces	OFF	POS
which is why its awesome that kavanaugh didnt shake that gun control dads hand  sorry for kid was killed by a gun but its not the future judges fault it happened omg white people in cities are silly	OFF	NEG
